name,book
"Sable","The Long Hard Road Out of Hell"
"Nathanial","Midnight In the Garden of Good and Evil"
"Benjamin","Race: How Blacks and Whites Think and Feel About the American Obsession"
"Helvi","Four Classic American Novels"
"Karren","Book of Virtues"
"Teena","Right Ho, Jeeves"
"Brandy","Father Melancholy\'s Daughter"
"Kristin","Girl in Hyacinth Blue"
"Priscilla","Get Off the Unicorn"
"Isadore","Saving Faith"
"Letha","Sun Also Rises"
"Dariya","The Secret Language of Signs: How to Interpret the Coincidences and Symbols in Your Life"
"Arianne","Silent Spring"
"Gertrude","Firestarter"
"Helga","The Complete Book of Essential Oils and Aromatherapy"
"Adriana","Crystal Line"
"Kerstin","What Every Mom Needs"
"Elsworth","The Wasp Factory"
"Maury","Crooked Little Heart"
"Keith","Morvern Callar"
"Suzy","My Utmost for His Highest, Promotional Edition"
"Brynn","Midnight In the Garden of Good and Evil"
"Tomasita","Cause of Death"
"Brittaney","A Prayer for Owen Meany"
"Katy","Presumed Innocent"
"Marilynne","The Burden of Proof"
"Omar","The Eyes of the Dragon"
"Silvana","The Body Farm"
"Leodan","Cry to Heaven"
"Sheryl","Empire Falls"
"Brinnley","Das Tal Der Pferde"
"Reese","The Mummy or Ramses the Damned"
"Davyon","The stand"
"Erika","City of Beads"
"Alissa","The Answer Is Never: A Skateboarder\'s History of the World"
"Analycia","Pigs in Heaven"
"Ennis","The Autobiography of Santa Claus"
"Samantha","To Ride Pegasus"
"Louise","Women and the Men"
"Taronda","Act of Will"
"Torry","Reap the Wind"
"Amish","Four Blind Mice"
"Peggy","Perish Twice"
"Alejandro","The Sigma Protocol"
"Aphrodite","A Year in Van Nuys"
"Adison","The Beaver Papers: The Story of the Lost Season"
"Sabrena","Cowboys Are My Weakness"
"Betty","The Da Vinci Code"
"Charlesetta","The Bridges of Madison County"
"James","My Life With Sylvia Browne: A Son Reflects on Life With His Psychic Mother"
"Jeffrey","T. Bor: Tiborocity Exhibition"
"Alan","With All My Heart"
"Dyanna","Bridge to Terabithia"
"June","The Man Who Ate the 747"
"Rosa","Field of Thirteen"
"Lea","The Horse Whisperer"
"Cruz","Decider"
"Matthew","Mister Posterior and the Genius Child"
"Natasha","Mary, Called Magdalene"
"Norita","Das Druidentor."
"Syanna","The Alchemist: A Fable About Following Your Dream"
"Ian","The Naked Chef Takes Off"
"Angel","The Dirty Duck"
"Marlena","Healing the Shame That Binds You"
"Robert","Pet Sematary"
"Addison","101 Famous Poems"
"Dakota","Void Moon"
"Shanitra","Hearts In Atlantis"
"Aaliyah","At Risk"
"Arriana","The Beach House"
"Jay","What a Girl Wants"
"Branden","The Gun Seller"
"Jamani","Debt Proof Your Holidays"
"Ronaldo","Jump the Shark"
"Joyce","203 Ways to Drive a Man Wild in Bed"
"Andrew","Saint Nick"
"Kate","The Bonesetter\'s Daughter"
"Julieann","Stiff: The Curious Lives of Human Cadavers"
"Caleb","Middle Age: A Romance"
"Cecily","Violets Are Blue"
"Medardo","Close encounters of the third kind"
"Diana","Lose 200 Pounds This Weekend"
"Elayne","Come to Grief"
"Magdelena","The First Counsel"
"Alban","Wish You Well"
"Shelley","Flipped"
"Mekenzie","Die Versuchung."
"Eh","The Murder Book"
"Kathren","Race Against Time"
"Keneshia","Mystic River"
"Yousef","Casual Day Has Gone Too Far"
"Jenessa","The Blue Last: A Richard Jury Mystery"
"Josedaniel","It\'s Not About the Bike: My Journey Back to Life"
"Chiyoko","Celestial Navigation"
"Brooke","The Great Kapok Tree: A Tale of the Amazon Rain Forest"
"Cain","The Fortune Catcher"
"Mackinzie","Mismeasure of Man"
"Naphtali","Das Blaue Kleid: Roman"
"Arvin","The Last Precinct"
"Ziggy","The First Man in Rome"
"Jeffrey","Route 66 Postcards: Greetings from the Mother Road"
"Simcha","Fast Women"
"Susan","The Sewing Circle: One Woman\'s Mentoring Shapes Lives in Four Stories of Love"
"Brit","Critical Conditions"
"Asaf","The Evolutionists: The Struggle for Darwin\'s Soul"
"Alysse","Pyramid Scheme"
"Dawana","The Stand: Complete and Uncut"
"James","People Like Us"
"Climmie","Charles Schwabs Guide to Financial Independenc"
"Bayleigh","Children Learn What They Live: Parenting to Inspire Values"
"Erin","Spring Collection"
"Arienne","Cry to Heaven"
"Aline","The Weigh Down Diet"
"Angeles","The Policy"
"Chesley","The Worst-Case Scenario Survival Handbook"
"Marianna","Break in"
"Valerie","Girl in Hyacinth Blue"
"Dino","The Key to Rebecca"
"Lauren","The Night the Bear Ate Goombaw"
"Sharlene","The Corrections"
"Ted","Lucky Jim"
"Kelli","Waiting to Exhale"
"Siddhant","Tuesdays with Morrie: An Old Man, a Young Man, and Life\'s Greatest Lesson"
"Jayla","Bridget Jones\'s Diary"
"Nani","The Handmaid\'s Tale"
"Kenneth","The Writer\'s Idea Book"
"Anita","A Heartbreaking Work of Staggering Genius"
"Elisabeth","La Ferme africaine"
"Letha","Go Tell It on the Mountain"
"Joelle","Jackdaws"
"Eleni","School for the Blind"
"Daren","Julie and Romeo"
"James","Pierced By A Sword"
"Yasiel","Guns, Germs, and Steel: The Fates of Human Societies"
"Sebastien","The First Man in Rome"
"Bruce","A Woman\'s Worth"
"Brandan","I, Lucifer: Finally, the Other Side of the Story"
"Kymani","The Heart of a Woman"
"Kalley","The Joy Luck Club"
"Ariana","A Perfect Stranger"
"Torry","Chromosome 6"
"Loyce","One Child"
"Ernest","Dear Mr. Henshaw"
"Curtiss","Alternative Realities: The Paranormal, the Mystic and the Transcendent in Human Experience"
"Mary","One True Thing"
"Burna","The Cobra Event"
"Milady","Paradise Kiss Vol 1"
"Cameron","The Tommyknockers"
"Jeffrey","The Persian Pickle Club"
"Lavonda","The Silver Wolf"
"Elmer","Hyperthought"
"Dan","Where Is God When It Hurts?"
"Tiffaney","The Boy Next Door"
"Cesar","The Prince of Tides"
"Lynnett","True Justice"
"Natiya","The Murder Book"
"Makenzee","The Mammy"
"Rebecca","The Bell Jar"
"Sylvania","Dress Your Family in Corduroy and Denim"
"Alana","Death of a Blue Movie Star"
"Ada","High Exposure: An Enduring Passion for Everest and Unforgiving Places"
"Jody","Anna of Byzantium"
"Dawn","Fool\'s Puzzle"
"Jocob","The Case for Christ:  A Journalist\'s Personal Investigation of the Evidence for Jesus"
"Cristino","Transformation: The Breakthrough"
"Albert","The Prince of Tides"
"Nicki","Hearts In Atlantis"
"Morgan","Eon"
"Kyonna","Daring to Dream"
"Ansel","Roses Are Red"
"Dakota","The Street Lawyer"
"Kerry","Geek Love"
"Bradyn","Chosen Prey"
"Absalom","Jade Peony"
"Elmer","Neverwhere"
"Raizel","Niagara Falls All Over Again"
"Kenneth","The Anne Rice Trivia Book"
"Contessa","Nobody\'s Fault"
"Cristela","Me Talk Pretty One Day"
"Kandis","L\'histoire sans fin"
"Rhonda","The Deep End of the Ocean"
"Martha","Black House"
"Fabian","Step-Ball-Change"
"Juliene","La maravilla"
"Sheppard","The Cat Who Brought Down the House"
"Malinda","The Dark Side of the Light Chasers: Reclaiming Your Power, Creativity, Brilliance, and Dreams"
"Timothy","To Have and to Hold"
"Loni","The Bridges of Madison County"
"Gerald","The Last Precinct"
"Jency","Fountainhead"
"Breniya","Brown Girl in the Ring"
"Wilma","Speaking in Tongues"
"Paul","A Child Called ""It"": One Child\'s Courage to Survive"
"Kauan","The Woman Next Door"
"Dorothy","The Dark Half"
"Gunther","The Sands of Time"
"Celia","The Long Loneliness"
"Arturo","Koko\'s Story"
"Ellen","Wish You Well"
"Julie","Killashandra"
"Alvina","The Five People You Meet in Heaven"
"Gauge","Travels With Charley: In Search of America"
"Orion","The Color Purple"
"James","Mitigating Circumstances"
"Eileen","Last Watch Of The Night: Essays Too Personal and Otherwise"
"Jocelyn","Jezebel\'s Sister"
"Suzann","El Misterio del Solitario"
"Willie","Carolina Moon"
"Alainah","Brazen Virtue"
"Leanndra","Icy Sparks"
"Gwenneth","Angels and Demons"
"Daeshawn","Burnt Sienna"
"Imani","Dead Sleep"
"Marvin","All Things Bright and Beautiful"
"Macarthur","Jackdaws"
"Thomas","Peace Like a River"
"Jennifer","Death on the Nile"
"Neal","The Best School Year Ever"
"Amira","The Reef"
"Jaclynn","Chesapeake Blue"
"Lorice","Let\'s Get Physical"
"Temekia","Tempting Torment"
"Medora","The Mythical Man-Month: Essays on Software Engineering, 20th  Anniversary Edition"
"Erminia","The Toughest Indian in the World"
"Tira","The Hellfire Club"
"Kayla","The Last Kabbalist of Lisbon"
"Marina","Clan of the Cave Bear"
"Denton","The Wit And Whimsy Of Mary Engelbreit"
"James","The Beans of Egypt, Maine"
"Jerran","The Secret Life of Bees"
"Marilyn","Summer of My German Soldier"
"Ernesto","Replay"
"Anthony","Assumed Identity"
"Harper","A Child Called ""It"": One Child\'s Courage to Survive"
"Koltin","And So It Goes: Adventures in Television"
"Georgia","L Is for Lawless"
"Christie","The Other Side and Back: A Psychic\'s Guide to Our World and Beyond"
"Zack","The Men of Thorne Island"
"Yonatan","The Velvet Promise"
"Ellie","All I Need to Know I Learned from My Cat"
"Para","Search the Shadows"
"Edoardo","Bellwether"
"Kylie","Live from New York: An Uncensored History of Saturday Night Live"
"Meah","A Heart of Stone"
"Angelique","The Cider House Rules"
"Jamie","Blindness"
"Robert","Material Witness"
"Myron","A Woman\'s Eye"
"Levy","Jackdaws"
"Maryann","Reaching to Heaven: A Spiritual Journey Through Life and Death"
"Elin","Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time"
"Tristan","Ruby Slippers, Golden Tears"
"Dakota","There Was a Little Girl"
"Frank","Now You See Her"
"James","The Informant"
"Kellee","Maus a Survivors Tale: My Father Bleeds History"
"Devin","Jacob Have I Loved"
"Marni","Tomcat in Love"
"Erwin","Silent Witness"
"Amarah","Entretien Avec UN Vampire/Interview With the Vampire"
"Autumn","Saving Faith"
"Chrystal","Embraced by the Light"
"Abril","The Passion of Artemisia"
"Deirdre","Die Nadel"
"Alexsis","Carter Beats the Devil"
"Kameelah","The Chatham School Affair"
"Ervin","Endangered Pleasures: In Defense of Naps, Bacon, Martinis, Profanity, and Other Indulgences"
"Delories","El Aleph"
"Brecken","A Patchwork Planet"
"Georgie","Dharma Bums"
"Matthew","Where the Red Fern Grows"
"Chelsea","A Celibate Season"
"Lauren","Gallow\'s Thief"
"Wilma","Three Wishes"
"Deangela","Falling Angels"
"John","No Man\'s Mistress"
"James","Until Proven Guilty"
"Jessika","Trading Places"
"Antoine","Prozac Diary"
"Devorah","Masterpieces: The Best Science Fiction of the Century"
"Marni","Bridget Jones\'s Diary"
"Starlyn","Autobiography of a Yogi"
"Naisha","The Devil\'s Code"
"Paul","The Cat Who Saw Red"
"Joann","Diplomatic Immunity"
"Tal","Breaking the Silence"
"Aaleyah","Two for the Dough"
"Elinor","Their Eyes Were Watching God"
"Edward","Gods and Generals"
"Sula","The Visitation"
"Scott","A Pinch of Snuff"
"Amy","Shadow Fires"
"Shantel","Rain Fall"
"Claudy","The Witness for the Prosecution and Other Stories"
"Ryan","Sudden Prey"
"Linda","Narcissus and Goldmund"
"Jaunita","Remembering Blue"
"Jodie","The Brethren"
"Jeff","Midnight in the Garden of Good and Evil: A Savannah Story"
"Hailei","For All the Wrong Reasons"
"John","The Killing Kind"
"Shir","Chaos: Making a New Science"
"Kristie","The Delaney Woman"
"Brad","Neverwhere"
"Christina","The Da Vinci Code"
"Leila","The Puzzle Bark Tree"
"Hattie","The Loner"
"Fate","She Who Remembers"
"Marlana","LA Insoportable Levedad Del Ser/the Unbearable Lightness of Being"
"Rashel","Dragon on a Pedestal"
"Elanie","Wicked: The Life and Times of the Wicked Witch of the West"
"Adam","Creed for the Third Millennium"
"Cheryle","The Enchanted Land"
"Jabril","D Amore E Ombra"
"Lisa","The Face of Deception"
"Teresa","The Evolution of Jane"
"Rico","Winter Prey"
"Jamarrion","Tell No One"
"Merl","Funeral in Blue"
"Kerwin","In This Mountain"
"Darlene","Don\'t Stand Too Close to a Naked Man"
"Maria","Do Androids Dream of Electric Sheep?"
"Silvia","Q Is for Quarry"
"Gladys","Seduction in Death"
"Demarkus","Tryin\' to Sleep in the Bed You Made"
"Erma","Sex for Dummies"
"Ivey","Letters to a Young Contrarian"
"Andrian","Twilight Eyes"
"Lionel","The Spiral Dance"
"Juli","The Hundredth Monkey"
"Ziaire","The Wasp Factory"
"Deloris","A Darkness More Than Night"
"Pasqualina","When Love Awaits"
"Tariq","A Cat Abroad: The Further Adventures of Norton, the Cat Who Went to Paris, and His Human"
"Ruby","The Evening News"
"Clara","Looking for Alaska"
"James","Girl With a Pearl Earring"
"Elmore","Heartbeat"
"Tracy","Ain\'t I A Woman!: A Book of Women\'s Poetry from Around the World"
"Sabriyah","Hearts In Atlantis"
"Matilyn","A Tree Grows in Brooklyn"
"Natalie","Faking It"
"Frank","Lord of Fire"
"Winnie","Noches de Azed, Las"
"James","The Visitors\' Book"
"Steven","The Boy Next Door"
"Braden","Last Enchantment"
"Jayson","Ender\'s Shadow"
"Trinity","Capital Crimes"
"Keyonia","Number 6 Fumbles"
"Shelley","The Sisterhood of the Traveling Pants"
"Trina","Eyewitness Travel Guide to France"
"Cassidy","Lady Whistledown Strikes Back"
"Demonta","Dona Flor and Her Two Husbands"
"James","Night Gardening"
"Lennie","The Neverending Story"
"Zelda","A Prayer for Owen Meany"
"Montanna","Genius: The Life and Science of Richard Feynman"
"Feige","Nerd in Shining Armor"
"Belinda","Bad Heir Day"
"Clarence","The Kitchen God\'s Wife"
"Regina","The Cereal Murders"
"Leah","The First Wives Club Movie Tie In"
"Dejon","The Other Twin"
"James","Ich schenk Dir meinen Mann."
"Samuel","William Shakespeare: The Complete Works"
"Michael","Red Rabbit"
"Nico","Beach Music"
"Reed","The Judas Kiss"
"Timothy","Midnight Bayou"
"Russell","The Stand: Complete and Uncut"
"Ciara","Un Homme"
"Michael","The Zero Game"
"Blaze","The Five People You Meet in Heaven"
"Eliza","Sick Puppy"
"Jackie","The Lake House"
"Jimmie","Good in Bed"
"Burton","The Client"
"Melvyn","The Basque History of the World"
"Daksh","Dating Big Bird"
"Catharina","The Scorpio Illusion"
"Katisha","The Door to December"
"Kalani","The Shining"
"Lindia","Mitigating Circumstances"
"Finis","Walker\'s Widow"
"Gail","The Baron in the Trees"
"Jeany","The Passionate Eye: The Collected Writing of Suzanne Vega"
"Chaz","From the Corner of His Eye"
"Santo","The Mercy Rule"
"Ariell","The Pelican Brief"
"Kelley","Prodigal Daughter"
"Elodie","Waiting to Exhale"
"Georgianna","Falling Angels"
"Vanessia","The Light of Other Days"
"Julisa","The Girl Who Loved Tom Gordon"
"Alexxus","Der Sturm des Jahrhunderts."
"Cameron","The Dead Zone"
"Jimmy","Fruit of the Lemon"
"Destanee","Eat, Drink, and Be Healthy: The Harvard Medical School Guide to Healthy Eating"
"Alexander","The Mother Tongue"
"Lovetta","The Girls He Adored"
"Andrew","Needful Things"
"Connor","The Joy Luck Club"
"Aubrey","Thousand Cranes"
"Jazmine","Grave Secrets"
"Flor","Country of the Blind"
"Delbert","The Black Lyon"
"Maxine","Tracks RI"
"Jared","From Potter\'s Field"
"Douglas","The Devil\'s Alternative"
"Rowland","Hin und weg."
"Jordan","Uncertain Magic"
"Amira","Daring to Dream"
"Christo","The Elements of Style, Fourth Edition"
"Will","Things Snowball"
"Tate","The Cube"
"Okla","Canticle for Leibowitz"
"Dianna","Once upon a More Enlightened Time: More Politically Correct Bedtime Stories"
"Rockey","The Book of Night with Moon"
"Donye","Hush Money"
"Olivia","The Nitpicker\'s Guide for Classic Trekkers"
"Jeni","The Seventh Secret"
"Luellen","Voices After Midnight"
"Madison","Animal Farm"
"Takako","Replay"
"Veora","Road Taken"
"Zora","The Rapture of Canaan"
"Ruthanne","Drinking the Rain"
"Tayler","Remember When"
"Cardarius","Sacred Sins"
"Malcolm","The Dominant Blonde"
"Darlene","The Jeopardy! Challenge: The Toughest Games from America\'s Greatest Quiz Show!/ Featuring the Teen Tournament, the College Tournament, the Seniors T"
"Darianne","Harmful Intent"
"Jenessa","Chosen Prey"
"Terry","Transfer of Power"
"Dustyn","City of Bones"
"Naseem","Black Lightning"
"Hilary","Waltzing the Cat"
"Dontrell","Out of Sight"
"Morgana","The Story of Lucy Gault"
"Mazie","Technopoly: The Surrender of Culture to Technology"
"Tripp","Irish Hearts"
"Kasey","Bridget Jones: The Edge of Reason"
"Kena","All Creatures Great and Small"
"Maila","Letters from a Nut"
"Jennifer","Lon Po Po"
"John","You Never Can Tell"
"Alexander","Rosencrantz and Guildenstern Are Dead"
"Ariel","Die Gerettete Zunge Geschichte Einer Jug"
"Geneive","The Summons"
"Deloris","October Sky: A Memoir"
"Natasha","Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life"
"Arabella","Encounters with the Archdruid"
"Shannon","Vital Signs"
"Bentley","Une adoration"
"Wilma","Touching Evil"
"Pablo","The Memoirs of Hadrian"
"Theron","The Handmaid\'s Tale"
"Lucrezia","Metaphysique Des Tubes"
"Lupita","The Joy Luck Club"
"Erik","Good Omens"
"Mikail","Here on Earth"
"Terron","Beach House"
"Aimee","Tailchaser\'s Song"
"Carl","Wee Sing Sing Along Book"
"Ernest","Seven from Heaven: The Miracle of the McCaughey Septuplets"
"Shanice","Mum\'s the Word"
"Horace","A Dangerous Fortune"
"Jeffrey","McNally\'s Secret"
"Fumi","The Milagro Beanfield War"
"Meade","The Invitation"
"Almeter","Awakenings"
"Paula","The Fifth Victim"
"Sherwin","Wide Sargasso Sea"
"Kamron","Buddha of Suburbia"
"Boyd","The Broken Promise Land"
"Markeese","Accordion Crimes"
"Jeffrey","Postmarked Yesteryear: 30 Rare Holiday Postcards"
"Leavy","Walk Two Moons"
"Pamelia","The Further Adventures of the Joker"
"Halima","Veritas"
"James","Reservation Blues"
"Tricia","The Beach House"
"Brandi","If You Want to Walk on Water, You\'ve Got to Get Out of the Boat"
"Michael","Farriers\' Lane"
"Celia","Count Karlstein"
"Kavita","When Rabbit Howls"
"Willie","Deadlier Than the Male: Stories of Female Serial Killers"
"Juan","Nightingale\'s Gate"
"James","Faith of My Fathers"
"Raquel","Where the Girls Are: Growing Up Female With the Mass Media"
"Charles","Altar Ego"
"Monty","Pretty Boy Floyd"
"Jaida","Eva Moves the Furniture"
"Tarique","Ladder of Years"
"Michael","The Bear and the Dragon"
"Viet","I Am Legend"
"Melina","Sons of Fortune"
"Divine","The Client"
"Alyssa","The Ragamuffin Gospel"
"Mary","Strange Highways"
"Evangeline","Empire Falls"
"Nigel","Picnic at Hanging Rock"
"Toni","Pot Shot"
"Leandre","The Four Loves"
"Norman","Carriers"
"Mark","The Ig Nobel Prizes: The Annals of Improbable Research"
"Elzie","The Da Vinci Code"
"Rochelle","Love By Design"
"Milledge","Escape the Night"
"Kiarah","A Fine Balance"
"Shawntavia","Audrey Hepburns Neck"
"Maira","On Wings of Eagles"
"Jayzon","The Last Juror"
"Marcos","Turning Thirty"
"Tysen","Total Control"
"Landrum","Plain Truth"
"James","One Small Sparrow"
"Seren","Aftershocks"
"Rhona","Suzanne\'s Diary for Nicholas"
"Edwardo","Fortunes of War"
"Robert","One Day in the Life of Ivan Denisovich"
