name,book,rating
"Cherice","The Color of Water: A Black Man\'s Tribute to His White Mother",4
"Adolph","Cat\'s Eye",4
"Hanan","It\'s A Magical World: A Calvin and Hobbes Collection",4
"Avery","The Blue Last: A Richard Jury Mystery",3
"Dale","10 Lb. Penalty",3
"Athena","Stranger in My Arms",3
"James","The Spartan",3
"April","The Virgin Suicides",3
"Myra","Alicia: My Story",4
"Vernell","Lucky Man: A Memoir",4
"Latasha","The Funhouse",4
"Pamela","Its Obvious You Wont Survive By Your Wit",2
"Hans","Das Leben, das Universum und der ganze Rest. Der Comic.",4
"Stephen","Princess Annie",3
"Baxter","Ishmael",2
"Jamaree","The Fool\'s Run",4
"John","Miss Woodley\'s Experiment",4
"Pamelia","The Further Adventures of the Joker",4
"Monice","Solange du da bist.",5
"Aitana","A Light in the Attic",4
"Renee","The Man Upstairs and Other Stories",4
"Gifford","The Metaphysical Touch",3
"Karon","The Dirty Duck",4
"Hakim","The Plague",5
"Jeremiah","The Girl Who Loved Tom Gordon",4
"Mahathi","Wicca: A Guide for the Solitary Practitioner",5
"Teryl","The Homing",2
"James","The Heir Hunter",3
"Nell","de Amor y de Sombra - Bolsillo",4
"Jurnie","Ishmael",4
"Carolina","The Midnight Club",4
"Teyonna","House of Cards",4
"Cordell","Beauty Fades, Dumb Is Forever: The Making of a Happy Woman",3
"Amari","The Shrinking of Treehorn",4
"Timmy","Hidden Talents",3
"Javarius","Mrs. Dalloway",4
"Rashonda","Into the Wilderness",4
"Reid","Beach Music",4
"Machaela","The Da Vinci Code",4
"Nykeria","The Hunt for Red October",3
"Monica","Stinger",2
"Suzanne","2061: Odyssey Three",3
"Celestino","Life of Pi",4
"Theoplis","Mrs. Pollifax and the Lion Killer",4
"Tiana","We Were the Mulvaneys",3
"Sabrina","Vertical Run",4
"Jeniffer","The Skull Mantra",4
"Kaelie","The Master and Margarita",3
"Giuseppe","The Da Vinci Code",3
"Lovie","Burn Factor",2
"Britton","Picknick auf dem Eis.",5
"Winfred","Motherhood Is Murder",2
"Niani","Metaphysique Des Tubes",4
"Lasondra","A Kitchen Witch\'s Cookbook",3
"Richard","Hornet\'s Nest",3
"Lindsay","Dragonsdawn",4
"Montavis","Fat Tuesday",2
"Brently","City of Bones",4
"Adarian","Le livre du voyage",3
"Dain","Year of the Griffin",5
"Trellis","Telling Liddy: A Sour Commedy",3
"Gaige","The Sisterhood of the Traveling Pants",4
"Darcy","The Little Friend",4
"Aasia","The Client",5
"Lu","What to Eat When You\'re Expecting",4
"Mia","The Crimson Petal and the White",4
"Jeanine","The Wish List",5
"Philip","Beach House",4
"Rosia","Restaurant Confidential",5
"Javell","Nordermoor",1
"Elena","Hope for the Flowers",5
"Ricky","Romancing Riley",5
"Erich","Myst, The: Book of D\'Ni",2
"Kallen","Twilight Hunger",5
"Zair","Pop Goes the Weasel",1
"Derrick","Der Klient.",3
"David","Summer Pleasures",5
"Gautam","The Cider House Rules",1
"George","Onion John",2
"Jason","I Burn For You",4
"Paityn","Carolina Moon",2
"Louise","A Child\'s Book of True Crime",3
"Briana","The Unburied",3
"Ryder","Lucky Man: A Memoir",4
"Nataliah","Pagan Babies",3
"Mariana","The Blind Assassin",3
"Bernadette","Q Is for Quarry",4
"Ainsley","This Time Love",4
"Kaleia","Night over Water",4
"Lida","The Fool\'s Run",4
"Jeff","The Venetian\'s Wife: A Strangely Sensual Tale of a Renaissance Explorer, a Computer, and a Metamorphosis",5
"Hannah","Clicking: 16 Trends to Future Fit Your Life, Your Work, and Your Business",5
"Henry","Della\'s Web",2
"Jazlyn","You Can\'t Keep a Good Woman Down",3
"Vita","And Then You Die...",2
"London","Pop Goes the Weasel",4
"Shenique","The Summons",3
"Robert","Day Dreamer",4
"James","Permutation City",4
"Kirstie","The Passion of Artemisia",5
"Jannetta","Erebus",2
"Scott","Creating with Polymer Clay: Designs, Techniques, Projects",5
"Rosendo","Life of Pi",5
"Antionne","Chasing Cezanne",3
"Douglas","Autumn Lover",1
"Russell","Been There Should\'Ve Done That: 505 Tips for Making the Most of College",5
"Gary","Master of Desire",4
"Tamiko","The Truth Is... My Life in Love and Music",3
"Georgine","Primal Fear",4
"Jordan","Judgment in Death",5
"Darold","Blind Spot",4
"Kara","Darkness Peering",4
"Tabitha","Sick Puppy",4
"Kerri","The Hundred Secret Senses",4
"Erlinda","Bluebeard\'s Egg: Stories",2
"Noelia","Scenes for Young Actors",2
"Nicholas","Creed for the Third Millennium",5
"Loise","El Ultimo Judio",4
"Janet","My Outlaw",4
"Gail","The Diamond Age",4
"James","The Analyst",4
"Dondre","The Shining",4
"Susan","See Jane Run",4
"Akshara","4 Blondes",2
"Judy","Portrait of a Killer: Jack the Ripper -- Case Closed",3
"Micha","The Bone People",4
"Demitra","Cause of Death",3
"Nancy","Distress",2
"Kadi","Dragonshadow",2
"Joye","The Prince of Tides",5
"Saniah","The Smoke Jumper",2
"Katelyn","A Cold Day for Murder",3
"John","Vitals",4
"Caleb","I Know This Much Is True",3
"Jamiah","Signature Killers",4
"Romel","McNally\'s Dilemma",5
"Brad","Neverwhere",4
"Vivica","Falling Leaves: The True Story of an Unwanted Chinese Daughter",3
"Trever","Balzac and the Little Chinese Seamstress",4
"Wayne","Unnatural Death",4
"Rayanne","Selected Poems and Letters of Emily Dickinson",5
"Watson","Jane Austen: A Life",4
"Jennifer","Peachtree Road",3
"John","Out on a Limb: A Claire Malloy Mystery",4
"Benzion","The Coldest Winter Ever",5
"Sahana","The Dancing Wu Li Masters: An Overview of the New Physics",3
"Alexus","Envy",3
"Benyamin","Notes from a Small Island",4
"Timberly","Burglars Can\'t Be Choosers",3
"Frank","Head Over Heels",4
"William","Cheaper by the Dozen",3
"Chelsy","The Giving Tree",5
"Joyce","Emerald City of Oz",2
"Calista","Irresistible Forces",3
"Cyndy","When Body Language Goes Bad: A Dilbert Book",5
"Charmaine","Dr. Atkins\' New Diet Revolution, New and Revised Edition",4
"Carry","The Crimson Petal and the White",3
"Jamya","In the Kitchen With Rosie: Oprah\'s Favorite Recipes",2
"Carrington","Life Without Water",3
"Lona","The Seat of the Soul",5
"Judith","The Fifth Angel",2
"Jerrie","Tao Te Ching: A New English Version",4
"Carlee","Chasing Cezanne",3
"Doll","The 21 Indispensable Qualities of a Leader: Becoming the Person Others Will Want to Follow",2
"Arielle","Der Widersacher.",5
"Kemiya","The Happy Mutant Handbook/Mischievous Fun for Higher Primates: Mischievous Fun for Higher Primates",3
"Helen","Worst Fears Realized",2
"Dante","Dragonseye",4
"Cherie","Pants on Fire",3
"Daron","Hello, Darkness",1
"Tinisha","Clean Cut",3
"Jara","Private Altars",4
"Pascual","The Lorax",4
"Audrey","The Thin Pink Line",4
"Dietrick","A Prayer for Owen Meany",4
"Ellana","Far Side Gallery 3 Paperback",4
"James","Two Old Women",3
"Preet","The Delany Sisters\' Book of Everyday Wisdom",5
"Elizabeth","Murder in the West Wing: An Eleanor Roosevelt Mystery",3
"Luther","Feel This Book: An Essential Guide to Self-Empowerment, Spiritual Supremacy, and Sexual Satisfaction",3
"Kyshaun","First Cut",4
"Violet","The Joy Luck Club",4
"Donald","Mrs. Pollifax and the Golden Triangle",4
"Clinton","Thousand Cranes",4
"Alivia","Canine Christmas",3
"Janna","Rubyfruit Jungle",5
"Jacqueline","Die Erben des Medicus.",4
"Ludwig","The Cat Who Lived High",4
"Matthew","Diary of a Mad Mom-To-Be",3
"Lucile","When the Wind Blows",5
"Brodey","The Secret of Life",3
"Kisha","Bellwether",2
"Casimer","Dave Barry\'s Complete Guide to Guys",2
"Sheniqua","Fires of Winter",4
"Ethel","Family Honor",5
"Rhea","Animal Farm",5
"Crissie","Goose Chase",4
"Darcy","Go Ask Alice",3
"Tyce","The Cat Who Had 14 Tales",2
"Wilbert","Strange Bedpersons",3
"Douglas","Now You See Her",3
"Thais","A Soul to Take",4
"Khaleesi","Twice Shy",2
"Takesha","What Every Mom Needs",5
"Braeden","Heartsongs",5
"Brin","The Other Boleyn Girl",5
"Dalyla","Born in Fire",4
"Dann","Total Control",3
"Ely","The Pelican Brief",2
"Nathaniel","Men and Other Mammals",3
"Sire","Black Notice",3
"Roland","Megatokyo Vol 1 Chapter Zero",2
"Moraima","Prince of Magic",4
"Marisol","The Devil\'s Dictionary",4
"Kiera","Couplehood",2
"Shelly","We\'re Right, They\'re Wrong: A Handbook for Spirited Progressives",1
"Shana","Flowers for Mei-Ling",4
"James","The Dead Sea Cipher",3
"Rhea","Bridget Jones\'s Diary",4
"Joseph","Violets Are Blue",4
"Wessie","The Poisonwood Bible",5
"Bettye","Last Watch Of The Night: Essays Too Personal and Otherwise",5
"Darnella","New Legends",3
"Otto","Castle of Wisdom",3
"Madelline","The Brethren",4
"William","Darwin\'s Radio",3
"Khalil","Midnight Bayou",2
"Earle","Women Who Love Books Too Much: Bibliophiles, Bluestockings, and Prolific Pens from the Algonquin Hotel to the Ya-Ya Sisterhood",3
"Lola","The Horse Whisperer",4
"Herbert","The Song of the Bird",4
"Ruth","Ravished",4
"Mildred","Can You Keep a Secret?",3
"Quantrell","Downers Grove",3
"Rachel","The Art of Fiction: Notes on Craft for Young Writers",3
"Sabria","Reasons to Be Cheerful",4
"Dana","Wicca: A Guide for the Solitary Practitioner",4
"Charlene","Blood Music",3
"Nona","Cat Spells: Cat Magic Through the Ages",5
"Oscar","It Came From The Far Side",5
"Sarah","The Charmed Sphere",5
"Remmington","The Happy Isles of Oceania: Paddling the Pacific",3
"Boyd","Games to Keep the Dark Away",4
"Alfredo","Bridget Jones\'s Diary",3
"Kenzi","Wayside School is Falling Down",5
"Luis","Beyond Recall",4
"Daryl","Another Dawn",5
"Tyler","Married for a Month",3
"Lakesia","The Hundred Secret Senses",4
"Kari","Lestat el vampiro",5
"Jimmie","The Brimstone Wedding",4
"Zanyia","Wild Animus",1
"Delories","El Aleph",5
"Kai","Fix-It and Forget-It Cookbook: Feasting with Your Slow Cooker",5
"Amol","Red Rabbit",3
"Chayse","Animal Farm",3
"Conner","Little House on the Prairie",4
"Jatavia","Seal it with a Kiss",4
"Lisa","On Bear Mountain",3
"Starr","Tourist Season",4
"Theola","Anne Tyler: A New Collection/Three Complete Novels/the Accidental Tourist/Breathing Lessons/Searching for Caleb",3
"Carrina","Mitigating Circumstances",4
"Ranisha","El Diamante de Jerusalen",3
"Michelle","Sacred Sins",2
"Sean","Night Whispers",3
"Brandice","The Archer\'s Tale",4
"Deklan","Welcome to the Funny Farm: The All-True Misadventures of a Woman on the Edge",3
"Aubryn","The Bourne Ultimatum",4
"Fidelis","The Witches of Eastwick",4
"Aine","The Evening News",4
"Tyteanna","Slow Waltz in Cedar Bend",2
"Haris","White House Autumn",2
"Victoria","Deja Dead",4
"Salvatore","Southern Cross",3
"Maija","The Bridges of Madison County",3
"Janmichael","Here and Now",3
"Marlis","Life of Pi",5
"Theressa","The Number of the Beast",3
"Addison","Interpreter of Maladies",5
"Edwin","Zod Wallop",2
"Louie","Disappearing Acts",3
"Sundra","The Ultimate Rush",3
"Barack","Ishmael",3
"Cade","Me Talk Pretty One Day",4
"Kandy","The End of the World News",4
"Mcarthur","Bird by Bird: Some Instructions on Writing and Life",3
"Donnell","Fortune\'s Hand",3
"Saeed","The Grey Area",3
"Canda","Must Love Dogs",3
"Mavis","Lucy Sullivan Is Getting Married",4
"Kent","She\'s Come Undone",5
"Gail","The Rape of Nanking: The Forgotten Holocaust of World War II",4
"Ashten","Lost Lady",3
"Larry","Farewell to Arms",1
"Latonya","Living Buddha, Living Christ",4
"Holbert","Irresistible Forces",3
"Nathaniel","Swimming Pool Sunday",3
"Tresha","Stormy Weather",5
"Jacob","Offer From a Gentleman, An",2
"James","The English Assassin",4
"Elias","The Voyage of the Narwhal",2
"Tyron","One More Sunday",2
"Drayven","Bridget Jones: The Edge of Reason",4
"Debora","Smythe Sewn Faux Old Leather  Wraps, Foiled, Lined",4
"Lenell","The Smoke Jumper",3
"Rita","Bitter Medicine",4
"Ryder","52 Deck Series: 52 Ways to Celebrate Friendship",5
"Patricia","The Lighthouse Keeper",1
"Shanasia","Mese Con Montalbano",3
"Destinee","Shadows of Forgotten Ancestors: A Search for Who We Are",2
"Shatisha","Revelation Space",3
"Nick","Pastime",3
"Amar","Blue Highways: A Journey into America",4
"Mendel","La Rabbia E L\'Orgoglio",2
"Ainslie","The Face of Deception",5
"Chuck","The Empress of One",3
"Cale","The House of the Spirits",5
"Robert","The Rebel Bride",4
"Allison","A Fatal Attachment",4
"Romario","The Quiet American",4
"Velta","The Secret Language of Dreams: A Visual Key to Dreams and Their Meanings",2
"Royal","A Prayer for Owen Meany",4
"Jarret","The Honk and Holler Opening Soon",4
"Moises","Heart of the Amazon",4
"Kim","Prospero\'s Children",3
"Terris","Point of Origin",3
"Nilesh","The Last Family",5
"Senora","The First Man in Rome",4
"Zacharia","How to Be a Canadian: Even If You Already are One",4
"Ayala","The Alchemist: A Fable About Following Your Dream",4
"Laynie","Affluenza: The All-Consuming Epidemic",4
"Damion","Falling Bodies",4
"Aggie","The Diary of Ellen Rimbauer: My Life at Rose Red",4
"Thermon","The Three Musketeers",3
"Brandon","The Bridges of Madison County",2
"Zalia","Your Six-Year-Old: Loving and Defiant",2
"Sumner","People Who Knock on the Door",3
"Deborah","Maze of Moonlight",5
"Louis","Angel in Scarlet",4
"Lesa","In the Kitchen With Rosie: Oprah\'s Favorite Recipes",5
"Nicole","In the Name of Satan",3
"Aubrey","Thousand Cranes",4
"Leigh","Their eyes were watching God: A novel",5
"Graciela","A Darkness More Than Night",3
"Anthony","Flight of the Old Dog",3
"Mavis","Last Chance Saloon",3
"Matteo","God Is a Bullet",3
"Anisia","To Sail Beyond the Sunset",4
"Reagan","The Color of Magic",1
"Quanisha","The Elementary Particles",4
"Taylor","Dream Giver: Following Your God-Given Destiny",1
"Delaine","The Tortilla Curtain",4
"Liane","Walking Across Egypt",4
"Dolores","Lost Boys",4
"Duane","Non Campus Mentis: World History According to College Students",3
"Keri","Holy the Firm",5
"Hayley","The Safe House",3
"Sherie","Master of the Game",2
"Shawn","The Last Juror",3
"Thomas","The Sound of Waves",4
"Alecea","Dogs That Know When Their Owners Are Coming Home: And Other Unexplained Powers of Animals",2
"Luis","No Second  Chance",5
"Merissa","Cybill Disobedience: How I Survived Beauty Pageants, Elvis, Sex, Bruce Willis, Lies, Marriage, Motherhood, Hollywood, and the Irrepressible Urge to Say What I Think",3
"Margaret","The Martian Race",4
"Dwane","Jane and the Wandering Eye: Being the Third Jane Austen Mystery",4
"Brandy","Father Melancholy\'s Daughter",4
"Patricia","Final Target",3
"Denisse","Invisible Monsters",3
"Jethro","Where You Belong",2
"Jayleen","The Persian Pickle Club",2
"Sevyn","Are You My Mother?",4
"Renee","Wyrd Sisters",4
"Marion","Los Renglones Torcidos De Dios",1
"Lucinda","The Body Farm",5
"Kira","Tales of a Female Nomad: Living at Large in the World",2
"Apolinar","Cowboy Bebop # 1",4
"Kira","The Summons",3
"Sherri","The  Top 500 Poems",4
"Deandra","Daughter of Persia: A Woman\'s Journey from Her Father\'s Harem Through the Islamic Revolution",3
"Mayson","Summer at the Lake",4
"Talulah","Esco a Fare Due Passi",3
"Sayge","The Policy",2
"Bree","A Body to Die For",4
"Tony","Point of Origin",2
"Connell","Postcards from Live and Learn and Pass It on",5
"Demarie","About a Boy Uk",4
"Shaylea","The SECRET BOOK OF GRAZIA DEI ROSSI",3
"Marni","Bridget Jones\'s Diary",5
"Donald","Naked Pictures of Famous People",4
"Gene","Irons in the Fire",4
"Natasha","The Tightwad Gazette: Promoting Thrift As a Viable Alternative Lifestyle",5
"Bobbijo","Lettere Contro LA Guerra",4
"Donna","The Dragon and the Jewel",5
"Adreana","The Prince of Tides",4
"Aailyah","Into the Darkness",2
"Willy","The Secret Life of Bees",5
"Victor","The Door to December",3
"Merissa","Moby Dick or the White Whale",4
"Myrtle","Bridget Jones: The Edge of Reason",5
"Gerald","The Wilder Sisters",5
"Iyanna","It\'s Not About the Bike: My Journey Back to Life",4
"Lauren","P Is for Peril",4
"Joel","The Christmas Train",4
"Enid","Elfstones of Shannara",3
"Emeline","Decider",5
"Nicholas","Montana Sky",5
"Cortez","Cause of Death",4
"Joann","Off the Road",4
"Adanna","Dinofours:  It\'s Fall!",3
"Eloy","Till We Meet Again",3
"Velda","Rough Justice",4
"Rea","Chasing Cezanne",4
"Meadow","The Deadhouse",2
"Keitha","Hideaway",4
"Russell","Me Talk Pretty One Day",3
"Shaquan","The Whitechapel Conspiracy",4
"Jamiya","Last Chance Saloon",4
"Philomena","La grammaire est une chanson douce",4
"Wendy","Visions of Sugar Plums",4
"Brett","The Hunt for Red October",4
"Jaris","Bridget Jones\'s Diary",1
"Vannie","Medusa\'s Child",3
"Malachi","Bridge to Terabithia",5
"Lesle","Wanderlust",5
"Cornelia","The Brethren",3
"Neel","London: The Novel82",3
"Monroe","Quelqu\'un d\'autre",3
"Valeria","Without Remorse",4
"Kennadi","Der Gott der kleinen Dinge.",3
"Nickalos","Starting Out in the Evening",3
"Rosland","Professor Unrat",3
"Brendin","Lists to Live By: The Second Collection",2
"Virgie","Just Like Jesus",4
"Izabell","Ticket Home",2
"Allena","How to Talk So Kids Will Listen and Listen So Kids Will Talk",5
"Jaleah","Autobiography of a Face",4
"Lyla","Anatomy of the Spirit: The Seven Stages of Power and Healing",3
"Meredith","The Once and Future King",2
"Xenia","The Prettiest Feathers",2
"Noah","Moby Dick or the White Whale",4
"Jane","Sleeping in Flame",5
"Jezabel","One Rainy Night",4
"Hermina","Last Unicorn",5
"Cindi","The Employee Handbook of New Work Habits for a Radically Changing World: 13 Ground Rules for Job Success in the Information Age",4
"Azel","The Godfather OME",3
"Zechariah","4 Blondes",3
"Gloria","Losing Julia",4
"Zachry","Anthem",4
"Gordon","Nothin\' but Good Times Ahead",4
"Buena","Couplehood",3
"James","Too Many Notes, Mr. Mozart",2
"Powell","Love and Marriage",4
"Tyus","Blood Money",3
"Veda","Hello, Darkness",2
"Davina","Mutant Message Down Under",4
"Latoria","Brave New Girl",3
"Zechariah","The South Beach Diet: The Delicious, Doctor-Designed, Foolproof Plan for Fast and Healthy Weight Loss",4
"Maria","Four Past Midnight",4
"Danel","Second Wind",4
"Frank","The Least Likely Bride",5
"Karrie","The Perks of Being a Wallflower",2
"Irene","Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right",4
"Thomas","The Seville Communion",5
"Kayle","Portrait of a Killer: Jack the Ripper -- Case Closed",3
"Brilyn","Gathering Lies",4
"Kody","Atlantis Found",4
"Travion","The Perks of Being a Wallflower",4
"Vikash","The Da Vinci Code",4
"Taylar","Certifiably Insane",3
"Josemanuel","Rage of Angels",2
"Emil","Classics of Western Literature: Bloom County 1986-1989",5
"Avari","Myths to Live by",3
"Leonard","The Eleventh Commandment",3
"Jenan","Neuromancer. Roman.",3
"June","The Spirit Woman",4
"Victor","e",3
"Kiera","Invisible Darkness: The Strange Case of Paul Bernardo and Karla Homolka",4
